,mcg,gvh,alm,mit,erl,pox,vac,nuc,localization.site
648,0.7821697,0.6564832,0.30473444,0.2685355,0.5,0.0,0.5115077,0.22,ME2
649,0.8944922,0.56220126,0.29618692,0.040011097,0.5,0.0,0.6461975,0.22,ME2
650,0.36614797,0.4599516,0.42642486,0.18086298,0.5,0.0,0.5291572,0.22,ME2
651,0.37183174,0.2897202,0.4092062,0.15004414,0.5,0.0,0.52815455,0.22,ME2
652,0.78248185,0.8347588,0.43146035,0.26973736,0.5,0.0,0.5411097,0.22,ME2
653,0.6086347,0.55708736,0.35425776,0.2544009,0.5,0.0,0.53458875,0.22,ME2
654,0.58033854,0.55146885,0.41221148,0.045648072,0.5,0.0,0.49814174,0.22,ME2
655,0.8595985,0.55352604,0.46425468,0.13891175,0.5,0.0,0.5338805,0.22,ME2
656,0.8033466,0.7016673,0.3981516,0.16492756,0.5,0.0,0.45948896,0.22,ME2
657,0.8034596,0.5646145,0.4966561,0.18549046,0.5,0.0,0.50942695,0.26330045,ME2
